PMID
25999454
23640184
18466097
24474498
26710337
19924111
23859574
12065557
19259653
21521023
18174457
21546862
11543734
18285551
19179847
17955230
26129906
25897911
20807074
20130494
19825907
24140730
23835420
23080225
25461249
18794729
21625751
23556448
23682072
10668847
29737521
23973251
27549341
23646118
23989394
18618621
26265231
24080498
8861656
25163792
22954510
24353446
21412232
23609393
5365949
12414349
14652703
19890253
19183167
27225724
12623934
8857546
10523341
16302021
26846104
17431185
12844134
19057513
21810746
24101478
26441325
24362944
26153084
23797529
15564883
17192506
19106084
26977927
21996196
27574448
19626000
16786511
20801498
21614492
16418702
18834373
21502584
18574025
28624888
15963082
15213846
18538445
22547143
26421491
14573314
24656015
21047201
26307985
16945988
23942138
21075428
16201835
20584552
27217270
25950242
20350125
26033222
15520364
19057464
19801958
21878834
26313268
16495778
18281305
22882994
19238167
28139840
23394389
15614026
15710002
18690342
29333880
14998425
25950190
20029385
12610741
17018806
22759796
18687376
18322281
24723432
20452521
21037509
27507617
18444945
26739304
22885912
26977146
16321621
30366777
20215968
26894651
20118554
17853254
21270786
27714501
22566560
15350163
8013282
24725652
26164721
9149697
17914325
15739035
23279643
25115783
23993903
22960765
25155933
22304582
28745549
21174626
8946471
18241283
26632884
18784654
25461247
22573495
22026923
26264253
26877068
2340091
22293536
24590773
18797858
18330458
27439447
23150151
11027924
20679962
26615671
26536870
27548009
18398146
9689128
27780742
11926893
25329996
10673478
18222353
23588314
15703762
19530961
27247849
17289397
24019752
12955294
17726453
15467211
17697394
23920449
23930676
22927450
28002639
9369411
20235793
25000516
24415675
24220207
25751398
10507506
16874005
25877345
18838503
23274376
21449676
15280927
19770842
7202824
17439540
23809542
25155931
18668430
18261733
25844821
19005277
23856854
21121774
20031551
23209099
21386754
20127091
24729586
16270629
19671875
1451721
22094953
17587760
23860572
16580900
21332315
21684175
25974703
12208565
24279859
17215846
17507615
17606812
25323806
24710841
28834135
18855529
22992578
17724700
21178985
22915658
10069510
15528295
26880915
26801900
22700043
24084768
17600820
10689270
16855453
17434921
18195729
17228018
22967772
19606452
28261382
23545896
15608561
27524899
20386359
30368523
18850169
25504915
24193112
1356742
26107755
19272758
26820907
24269714
20389299
23486447
20981002
11791895
18452396
12825092
11907712
12682708
17324110
16027735
23874514
28520348
27027531
26730167
21388237
26227246
23478884
27284960
15249972
11763000
14070377
23778320
29152138
26104483
15856070
28570300
28791698
19468717
10525111
22307138
12162507
15812265
26417955
20212518
20064494
15274037
23252946
12451290
28589365
25916514
19297219
7885194
26039043
23913015
18852012
25850030
17654295
23609392
24647041
11929404
26343256
23730840
26109805
22108237
15305167
17290447
21770725
20921968
20102306
27514956
15618746
7903373
19106083
24762860
22390861
26230641
28763744
28525903
22626609
27441996
18680467
28750137
28112181
21317582
30914949
16633140
16179085
24996380
18581055
25147095
30664875
19800133
22584460
22480748
28470111
16607077
19119263
17697139
23132553
21325291
23799528
12942574
19617864
22310591
22474613
8823236
16998491
24535487
29396738
25545243
10471060
17387701
1247492
8648264
29474345
14638340
20547595
23199531
17957182
29705271
11516429
10091406
20504252
15604515
25348619
28448657
20531370
21358750
19673941
10889531
25495409
26637161
25988058
16236141
27533851
11802100
22407409
12966368
27043475
21692745
29318929
27966227
25279974
24080325
18727922
19891732
15809899
27859023
26902643
24322003
28244812
25001883
26125934
23559402
23323945
25287681
25798582
11054766
22130800
15592325
22765258
25398452
20622033
26911666
16722833
2019023
30450628
22001987
23788015
25637052
16355252
26729753
24438215
22249355
19959074
23016521
20168265
26810137
16462814
21254158
23382909
24107802
22571356
26659468
19434073
27833958
16863547
22974728
19890249
23774940
20952418
18253145
17015053
18561168
27193993
16450155
9174682
19019189
17616786
23371894
26857349
14553962
18539621
16046221
19166419
23665868
18597649
12883230
16671104
28945481
26518946
21808284
17392726
22006096
15168101
22256871
24853734
27997040
26410689
26186989
15655011
19514130
11882573
20860463
27399166
20709156
21349923
21281405
17606663
8554938
19749757
11823760
12476327
18978520
11012469
16257277
15900215
25081908
22190578
24014145
22955794
28184434
12975461
18609433
18221820
17233643
26727275
15188945
22795047
25326929
27711230
23651026
19303909
29723928
17178267
21121811
15116054
11817517
26223945
24019397
15707415
28612092
27143031
26951882
17295875
26699619
27995989
9653159
26340055
18279474
9857976
19925424
20826553
21962566
21851379
8841196
27043265
25367448
9316174
2502894
20403483
23288236
19458626
8667235
16115483
23384627
18722008
26111151
23623526
24658827
17190370
21902501
21806387
8169844
21142914
24625991
12811365
18695978
27262824
7859811
27385990
12563174
27798726
25621429
23150149
17700364
23013460
28370399
23652803
23974086
10793824
17189961
23703421
16678544
19996755
28261910
19020788
21436344
22304580
9878993
28745577
22076562
18222355
28006928
23233662
27058899
28592190
25918016
1527229
22015451
19390945
30304062
26799749
24113216
26463708
20938465
10758249
21951981
21357676
27324805
22543981
17226852
26461463
23071495
24444408
23677058
19802338
25292429
12925557
22775532
26771271
20965456
19512956
27955884
29668752
23510446
20800921
22438096
24663076
27790931
21094359
28638221
28689274
26491254
23962279
24117654
28605058
15726636
18983505
27767376
19056598
16400613
19833260
18086475
21950502
