PMID
17302989
23687529
22166985
24885489
21593296
22877499
23321218
23980939
24375570
19480676
26597979
22184555
24800858
27002113
24956937
19841152
26092286
19133110
26903338
18616818
26576762
19366754
20925938
22000347
27445618
20224959
19969578
15310807
21655151
23073726
26080652
23796131
26379095
22517391
28483845
14745323
20404977
23571362
26681725
21067804
23469984
18624666
25105438
25077124
24734111
25608648
19136486
24842558
26622099
23952603
24838219
25019442
22759353
29661822
26203234
27853629
20423574
19377359
25780609
19187889
25687353
23820147
23469038
24231665
23546564
26495208
17583176
28320337
24635773
26784127
21499581
19148341
22379382
19622552
18625828
24672251
28095138
19808924
25114623
28669112
23341635
26171659
27973601
15684117
21059726
25160945
21330217
23316699
24144604
25523497
24916486
16855129
24260139
26730266
22607822
11114276
23384329
22065359
14610281
28276512
23566021
23900563
24123484
25269777
25565904
22876107
23166446
21193661
22553242
26174216
25041316
24747791
24627370
24760263
28541139
24791197
28718815
22315265
19325482
23211265
24476213
